2024-06-11 11:46:14 INFO  Keywords:98 - Navigate is called
2024-06-11 11:46:19 INFO  Keywords:124 - InputText is called
2024-06-11 11:46:19 INFO  Keywords:282 - Waiting for webElement...gateway.username
2024-06-11 11:46:19 INFO  Keywords:285 - Element found...gateway.username
2024-06-11 11:46:19 INFO  Keywords:124 - InputText is called
2024-06-11 11:46:19 INFO  Keywords:282 - Waiting for webElement...gateway.password
2024-06-11 11:46:19 INFO  Keywords:285 - Element found...gateway.password
2024-06-11 11:46:19 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:46:19 INFO  Keywords:282 - Waiting for webElement...gateway.login
2024-06-11 11:46:19 INFO  Keywords:285 - Element found...gateway.login
2024-06-11 11:46:58 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:46:58 INFO  Keywords:282 - Waiting for webElement...postsamldata
2024-06-11 11:46:58 INFO  Keywords:285 - Element found...postsamldata
2024-06-11 11:47:15 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:47:15 INFO  Keywords:282 - Waiting for webElement...next
2024-06-11 11:47:15 INFO  Keywords:285 - Element found...next
2024-06-11 11:47:34 INFO  Keywords:124 - InputText is called
2024-06-11 11:47:34 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.insuranceamount
2024-06-11 11:47:34 INFO  Keywords:285 - Element found...policyConfiguration.insuranceamount
2024-06-11 11:47:34 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.LTC
2024-06-11 11:47:34 INFO  Keywords:285 - Element found...policyConfiguration.LTC
2024-06-11 11:47:34 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.Benefit
2024-06-11 11:47:34 INFO  Keywords:285 - Element found...policyConfiguration.Benefit
2024-06-11 11:47:35 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.payors
2024-06-11 11:47:35 INFO  Keywords:285 - Element found...policyConfiguration.payors
2024-06-11 11:47:35 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.purposeofpolicy
2024-06-11 11:47:35 INFO  Keywords:285 - Element found...policyConfiguration.purposeofpolicy
2024-06-11 11:47:35 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:47:35 INFO  Keywords:282 - Waiting for webElement...next
2024-06-11 11:47:35 INFO  Keywords:285 - Element found...next
2024-06-11 11:49:10 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcountry
2024-06-11 11:49:19 INFO  Keywords:285 - Element found...primaryinsured.birthcountry
2024-06-11 11:49:19 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthstate
2024-06-11 11:49:19 INFO  Keywords:285 - Element found...primaryinsured.birthstate
2024-06-11 11:49:19 INFO  Keywords:124 - InputText is called
2024-06-11 11:49:19 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcity
2024-06-11 11:49:29 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:49:29 INFO  Keywords:282 - Waiting for webElement...next
2024-06-11 11:49:29 INFO  Keywords:285 - Element found...next
2024-06-11 11:49:49 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:49:49 INFO  Keywords:282 - Waiting for webElement...next
2024-06-11 11:49:49 INFO  Keywords:285 - Element found...next
2024-06-11 11:50:08 INFO  Keywords:282 - Waiting for webElement...naturalOwner.relationwithInsured
2024-06-11 11:50:09 INFO  Keywords:285 - Element found...naturalOwner.relationwithInsured
2024-06-11 11:50:09 INFO  Keywords:282 - Waiting for webElement...naturalOwner.relationwithJointInsured
2024-06-11 11:50:59 INFO  Keywords:282 - Waiting for webElement...naturalOwner.PermamentResidentCard
2024-06-11 11:50:59 INFO  Keywords:285 - Element found...naturalOwner.PermamentResidentCard
2024-06-11 11:51:00 INFO  Keywords:124 - InputText is called
2024-06-11 11:51:00 INFO  Keywords:282 - Waiting for webElement...naturalOwner.ResidentCardIssueDAte
2024-06-11 11:51:00 INFO  Keywords:285 - Element found...naturalOwner.ResidentCardIssueDAte
2024-06-11 11:51:00 INFO  Keywords:124 - InputText is called
2024-06-11 11:51:00 INFO  Keywords:282 - Waiting for webElement...naturalOwner.ResidentCardExpireationDAte
2024-06-11 11:51:00 INFO  Keywords:285 - Element found...naturalOwner.ResidentCardExpireationDAte
2024-06-11 11:51:00 INFO  Keywords:124 - InputText is called
2024-06-11 11:51:00 INFO  Keywords:282 - Waiting for webElement...naturalOwner.USLivingYrs
2024-06-11 11:51:00 INFO  Keywords:285 - Element found...naturalOwner.USLivingYrs
2024-06-11 11:51:00 INFO  Keywords:124 - InputText is called
2024-06-11 11:51:00 INFO  Keywords:282 - Waiting for webElement...naturalOwner.USLivingMonths
2024-06-11 11:51:00 INFO  Keywords:285 - Element found...naturalOwner.USLivingMonths
2024-06-11 11:51:00 INFO  Keywords:135 - ClickOnLink is called
2024-06-11 11:51:00 INFO  Keywords:282 - Waiting for webElement...next
2024-06-11 11:51:00 INFO  Keywords:285 - Element found...next
2024-06-11 11:51:19 INFO  Keywords:282 - Waiting for webElement...financialDetails.SourceOfFundsLI
2024-06-11 11:51:19 INFO  Keywords:285 - Element found...financialDetails.SourceOfFundsLI
2024-06-11 11:51:19 INFO  Keywords:282 - Waiting for webElement...financialDetails.SurrenderChargeSOFLI
