2024-05-21 10:36:05 INFO  Keywords:98 - Navigate is called
2024-05-21 10:36:08 INFO  Keywords:124 - InputText is called
2024-05-21 10:36:08 INFO  Keywords:282 - Waiting for webElement...gateway.username
2024-05-21 10:36:09 INFO  Keywords:285 - Element found...gateway.username
2024-05-21 10:36:09 INFO  Keywords:124 - InputText is called
2024-05-21 10:36:09 INFO  Keywords:282 - Waiting for webElement...gateway.password
2024-05-21 10:36:09 INFO  Keywords:285 - Element found...gateway.password
2024-05-21 10:36:09 INFO  Keywords:135 - ClickOnLink is called
2024-05-21 10:36:09 INFO  Keywords:282 - Waiting for webElement...gateway.login
2024-05-21 10:36:09 INFO  Keywords:285 - Element found...gateway.login
2024-05-21 10:36:48 INFO  Keywords:135 - ClickOnLink is called
2024-05-21 10:36:48 INFO  Keywords:282 - Waiting for webElement...postsamldata
2024-05-21 10:36:48 INFO  Keywords:285 - Element found...postsamldata
2024-05-21 10:37:05 INFO  Keywords:135 - ClickOnLink is called
2024-05-21 10:37:05 INFO  Keywords:282 - Waiting for webElement...next
2024-05-21 10:37:05 INFO  Keywords:285 - Element found...next
2024-05-21 10:37:28 INFO  Keywords:124 - InputText is called
2024-05-21 10:37:28 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.insuranceamount
2024-05-21 10:37:28 INFO  Keywords:285 - Element found...policyConfiguration.insuranceamount
2024-05-21 10:37:28 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.LTC
2024-05-21 10:37:28 INFO  Keywords:285 - Element found...policyConfiguration.LTC
2024-05-21 10:37:29 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.payors
2024-05-21 10:37:29 INFO  Keywords:285 - Element found...policyConfiguration.payors
2024-05-21 10:37:29 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.purposeofpolicy
2024-05-21 10:37:29 INFO  Keywords:285 - Element found...policyConfiguration.purposeofpolicy
2024-05-21 10:37:29 INFO  Keywords:135 - ClickOnLink is called
2024-05-21 10:37:29 INFO  Keywords:282 - Waiting for webElement...next
2024-05-21 10:37:29 INFO  Keywords:285 - Element found...next
2024-05-21 10:37:51 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcountry
2024-05-21 10:38:01 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthstate
2024-05-21 10:38:11 INFO  Keywords:124 - InputText is called
2024-05-21 10:38:11 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcity
